order_id,drink_name,agent,order_sent_back,hour_of_day,day_of_week,date,wait_time_min,queue_wait_min,idle_wait_min,prep_time_min,dwell_time_min
108856,Americano,Charlie,0,15,Saturday,2025-10-25,9.033333333333333,1.5333333333333334,2.6,6.433333333333334,10.35
108870,Espresso,Charlie,0,16,Saturday,2025-10-25,10.016666666666667,1.6666666666666667,2.7666666666666666,7.25,7.95
108904,Mocha,Charlie,0,16,Saturday,2025-10-25,9.033333333333333,1.8833333333333333,2.8,6.233333333333333,9.783333333333333
108970,Latte,Charlie,0,8,Sunday,2025-10-26,9.25,1.2833333333333334,2.95,6.3,18.6
109017,Cold Brew,Charlie,0,9,Sunday,2025-10-26,9.316666666666666,0.8166666666666667,2.6166666666666667,6.7,14.25
109054,Latte,Charlie,0,10,Sunday,2025-10-26,8.983333333333333,0.9333333333333333,2.2333333333333334,6.75,16.95
109073,Espresso,Charlie,0,10,Sunday,2025-10-26,9.416666666666666,1.4666666666666666,2.2,7.216666666666667,2.9
109098,Flat White,Charlie,0,11,Sunday,2025-10-26,9.6,0.8,2.9833333333333334,6.616666666666666,19.4
109146,Cappuccino,Charlie,0,12,Sunday,2025-10-26,8.933333333333334,1.6166666666666667,1.9,7.033333333333333,19.766666666666666
109185,Cold Brew,Charlie,0,14,Sunday,2025-10-26,10.1,1.5666666666666667,2.8666666666666667,7.233333333333333,6.266666666666667
109194,Espresso,Charlie,0,14,Sunday,2025-10-26,8.616666666666667,0.8166666666666667,2.316666666666667,6.3,12.066666666666666
109205,Americano,Charlie,0,14,Sunday,2025-10-26,9.2,1.1,2.75,6.45,1.5333333333333334
109266,Latte,Charlie,0,7,Monday,2025-10-27,9.4,0.7,2.65,6.75,4.133333333333334
109340,Latte,Charlie,0,9,Monday,2025-10-27,9.35,1.2833333333333334,2.9833333333333334,6.366666666666666,10.366666666666667
109415,Espresso,Charlie,0,12,Monday,2025-10-27,9.883333333333333,1.4333333333333333,2.8666666666666667,7.016666666666667,11.15
109484,Mocha,Charlie,0,13,Monday,2025-10-27,8.65,1.5666666666666667,1.6,7.05,6.6
109557,Espresso,Charlie,0,15,Monday,2025-10-27,9.716666666666667,1.1333333333333333,2.783333333333333,6.933333333333334,18.316666666666666
109646,Cold Brew,Charlie,0,7,Tuesday,2025-10-28,9.0,1.9666666666666666,2.816666666666667,6.183333333333334,12.8
109658,Latte,Charlie,0,7,Tuesday,2025-10-28,9.633333333333333,1.1333333333333333,2.6,7.033333333333333,6.55
109668,Cold Brew,Charlie,0,7,Tuesday,2025-10-28,9.25,0.6833333333333333,1.8333333333333333,7.416666666666667,16.866666666666667
109739,Americano,Charlie,0,9,Tuesday,2025-10-28,9.133333333333333,1.55,2.45,6.683333333333334,17.65
109753,Matcha Latte,Charlie,0,10,Tuesday,2025-10-28,8.816666666666666,0.5333333333333333,2.533333333333333,6.283333333333333,5.433333333333334
109784,Flat White,Charlie,0,11,Tuesday,2025-10-28,8.6,1.4166666666666667,2.683333333333333,5.916666666666667,18.616666666666667
109801,Cold Brew,Charlie,0,12,Tuesday,2025-10-28,10.45,0.6666666666666666,2.966666666666667,7.483333333333333,9.1
109844,Latte,Charlie,0,13,Tuesday,2025-10-28,9.483333333333333,1.1166666666666667,2.05,7.433333333333334,10.933333333333334
109986,Tea,Charlie,0,16,Tuesday,2025-10-28,9.166666666666666,1.9166666666666667,2.716666666666667,6.45,9.8
